id,business_name,email,phone,website,address,city,state,google_rating,google_review_count,trust_score,tier,verticals
553,AAA Pro Screening Inc,,(561) 577-9176,https://proscreenenclosures.com/,"1429 Lakeview Dr, Lake Worth Beach, FL 33461, United States",Lake Worth,TX,5,49,0,unranked,Pool
874,ABA Roofing & General Contracting,,(972) 978-5043,http://www.abaroofingtx.com/,"1559 Oakbrook St, Lancaster, TX 75134, United States",Lancaster,TX,4.8,13,0,unranked,Patio Covers
236,ABP Construction,eric@abpconstructionllc.com,(817) 504-6341,http://abpconstructionllc.com/,"6850 Manhattan Blvd Suite 205-7, Fort Worth, TX 76120, United States",Fort Worth,TX,4.8,203,0,unranked,Patio Covers
929,ACC Roofing,,(817) 799-7663,,"Three, 400 E Royal Ln Suite#290, Irving, TX 75039, United States",Irving,TX,5,4,0,unranked,Patio Covers
671,ACF Tarp & Awning,sales@acfdfw.com,(817) 478-1800,http://www.acfdfw.com/,"5960 E Loop 820 S, Fort Worth, TX 76119, United States",White Settlement,TX,5,98,0,unranked,Pool
198,ACRECO (Arlington's CREative COnstruction),,(817) 860-0050,http://www.acrecoinc.com/,"2402 Wesley Dr, Arlington, TX 76012, United States",Arlington,TX,5,20,0,unranked,Patio Covers
436,AD Custom Backyards,,(972) 636-5868,http://adcustombackyards.com/,"310 E Callie Ct, Wylie, TX 75098, United States",Plano,TX,5,35,0,unranked,Pool; Motorized Shades
1395,AE Window Fashions,info@aewindowfashions.com,(972) 494-3357,http://www.aewindowfashions.com/,"3106 Benton St, Garland, TX 75042, United States",Garland,TX,4.9,164,0,unranked,Motorized Shades
1513,AHM Landscaping and Construction,,(469) 387-0542,https://www.ahmoutdoor.com/,"6420 Fox Run Dr, Midlothian, TX 76065, United States",Midlothian,TX,4.6,10,0,unranked,Motorized Shades
1024,AIM Roofing,,(469) 769-9241,http://aimroofingtx.com/,"1106 Cypress Dr, Mesquite, TX 75149, United States",Mesquite,TX,5,130,0,unranked,Patio Covers
1265,AKS Roofing & Construction,sales@aksroofing.com,(817) 501-9715,https://aksroofing.com/,"955 Winscott Rd, Benbrook, TX 76126, United States",Benbrook,TX,5,62,0,unranked,Patio Covers
965,AM Quality Roofing and Construction LLc,,(469) 861-6378,http://www.amqualityroofing.com/,"2150 S Central Expy #200, McKinney, TX 75070, United States",McKinney,TX,5,39,0,unranked,Patio Covers
1110,AMG Roofing & Construction,filler@godaddy.combookingsmy,(214) 448-2008,https://amgroofing.com/,"1115 S Trinity Rd, Denton, TX 76208, United States",Denton,TX,5,10,0,unranked,Patio Covers
1097,APPLIANT ROOF AND HOME,,(214) 384-8042,,"15006 W Farm to Market 455, Celina, TX 75009, United States",Celina,TX,4.9,12,0,unranked,Patio Covers
592,AR Daniel Construction Services,,(972) 291-3304,http://www.danielcs.com/,"506 Tidwell St, Cedar Hill, TX 75104, United States",Cedar Hill,TX,4.8,4,0,unranked,Pool
1348,"AR Roofing & Remodeling, LLC",arroofing.cs@gmail.com,(469) 330-7663,http://ar-roofing.net/,"920 Shady Brook Ln, Cedar Hill, TX 75104, United States",Cedar Hill,TX,5,8,0,unranked,Patio Covers
1176,ARCTX Roofing and General Contractors LLC,,(940) 206-9905,http://www.arctxroofing.com/,"13704 Canals Dr, Little Elm, TX 75068, United States",Little Elm,TX,5,3,0,unranked,Patio Covers
1085,ARK Construction Group LLC,kc@arkcpro.com,(214) 843-8255,http://arkcpro.com/,"1100 Rushmore Dr, Allen, TX 75002, United States",Lucas,TX,5,23,0,unranked,Patio Covers
1242,ARK Roofing and Construction LLC,webmaster@arkroofingandconstruction.com,(817) 902-5259,http://arkroofingandconstruction.com/,"940 Wrigley Way, Saginaw, TX 76179, United States",Saginaw,TX,4.8,37,0,unranked,Patio Covers
1060,ARS General Contracting,,(972) 200-8372,https://www.go-ars.com/,"3334 N State Hwy 78 Ste 17, Wylie, TX 75098, United States",Wylie,TX,5,126,0,unranked,Patio Covers; Motorized Shades
1101,AVR Roofing & Construction,,(214) 708-9510,,"1428 Clayton Ln, Celina, TX 75009, United States",Celina,TX,1,1,0,unranked,Patio Covers
1276,AW Roofing,,(817) 677-1756,https://chooseaw.com/?utm_source=gbp,"306 S Broadway St, Joshua, TX 76058, United States",Crowley,TX,5,104,0,unranked,Patio Covers
640,Able Handyman Services,ryangaker@gmail.com,(817) 504-3736,http://ablerenovationandhandyman.com/,"709 Frame St, Denton, TX 76209, United States",Denton,TX,4.5,8,0,unranked,Pool
980,Above Ground Roofing LLC,info@abovegroundroofing.com,(817) 690-7806,http://www.abovegroundroofing.com/,"950 W Bethany Rd, Allen, TX 75013, United States",Allen,TX,5,21,0,unranked,Patio Covers
330,Absolute Construction,office@absoluteteam.net,(972) 596-0159,https://www.absoluteroofingcompany.net/?utm_source=Google&utm_medium=Local&utm_campaign=GMB-Dallas,"605 18th St, Plano, TX 75074, United States",Plano,TX,4.9,665,0,unranked,Patio Covers
70,Accent Pools Inc,info@accentpools.com,(817) 226-7665,http://accentpools.com/,"1028 W Pioneer Pkwy, Arlington, TX 76013, United States",Arlington,TX,4.4,62,0,unranked,Pool; Patio Covers
75,Accessory Fence and Decks,,(682) 551-1655,http://accessoryfenceanddeck1.com/,"6019 Millwood Dr, Arlington, TX 76016, United States",Arlington,TX,5,28,0,unranked,Pool; Patio Covers
877,Acclaim Restorations,info@acclaimrestorations.com,(214) 775-0021,https://www.acclaimrestorations.com/,"8951 Collin McKinney Pkwy Ste 701, McKinney, TX 75070, United States",McKinney,TX,4.7,15,0,unranked,Patio Covers
696,Ace Handyman Services Midlothian Waxahachie Burleson,,(817) 608-7641,https://www.acehandymanservices.com/offices/burleson-waxahachie,"1681 S Walnut Grove Rd Suite D 3, Midlothian, TX 76065, United States",Burleson,TX,4.9,246,0,unranked,Pool
644,Ace Screen Repair & More LLC,office@acecfl.com,(239) 919-6779,https://acecfl.com/,"3090 Sivan Rd Ste A, Fort Myers, FL 33916, United States",Denton,TX,4.7,151,0,unranked,Pool
195,Acme Roof Systems Inc,,(817) 752-4344,https://acmeroofsystems.com/?utm_campaign=gmb,"9128 Belshire Dr, North Richland Hills, TX 76182, United States",North Richland Hills,TX,4.8,87,0,unranked,Patio Covers; Motorized Shades
1210,Acorn Roofing & Construction,,(214) 393-7066,https://acornroof.com/?utm_source=google&utm_medium=gbp&utm_campaign=Dallas,"16990 Dallas Pkwy # 215, Dallas, TX 75248, United States",Addison,TX,5,78,0,unranked,Patio Covers
792,Adams Aluminum Pool & Patio Enclosures,info@z0j.e64.myftpupload.com,(985) 626-8813,http://www.adamsaluminum.com/,"68469 James St, Mandeville, LA 70471, United States",Lancaster,TX,4.6,44,0,unranked,Pool
616,Advance Pools Inc,service@advancepools.com,(972) 248-4360,https://www.advancepoolsinc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"2202 FM546, McKinney, TX 75069, United States",McKinney,TX,4.8,14,0,unranked,Pool
1499,Advanced Home Solutions,,(817) 366-1344,http://advancedhomesolutionstx.com/,"1800 Fuller Wiser Rd, Euless, TX 76039, United States",Euless,TX,5,17,0,unranked,Motorized Shades
621,"Advanced Screen Services, LLC",,(239) 841-0591,https://www.advancedscreenservices.com/,"Babcock Rnch Rd, Punta Gorda, FL 33982, United States",Allen,TX,5,80,0,unranked,Pool
962,Advantage Remodeling and Roofing,,(214) 891-5907,http://advantageremodelingandroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-allen&utm_content=website,"6000 Alma Rd #404, McKinney, TX 75070, United States",McKinney,TX,4.9,117,0,unranked,Patio Covers
1090,Advantage Roofing & Solar,,(214) 909-8006,http://advantageroofingcompany.com/,"861 N Coleman St #180, Prosper, TX 75078, United States",Prosper,TX,5,102,0,unranked,Patio Covers
48,Adventure Custom Pools,,(817) 577-8787,https://adventurecustompoolsllc.com/,"3930 Glade Rd # 240, Colleyville, TX 76034, United States",Colleyville,TX,5,8,0,unranked,Pool
1142,Advocate Construction,,(214) 935-9152,https://advocateconstruction.com/,"1555 Valwood Pkwy Ste 130, Carrollton, TX 75006, United States",Carrollton,TX,4.7,257,0,unranked,Patio Covers
1070,Aegis Quality Services,larry@aegisqs.com,(214) 632-7282,https://aegisqs.com/,"130 Skyline Dr, Murphy, TX 75094, United States",Murphy,TX,5,5,0,unranked,Patio Covers
1412,"Affordable Blinds | Custom Blinds, Shades, Shutters",sales@affordableblindskilleen.com,(254) 554-1947,http://affordableblindskilleen.com/?utm_source=gmb&utm_medium=organic&utm_campaign=Listing,"602 E Elms Rd, Killeen, TX 76542, United States",Lucas,TX,4.9,140,0,unranked,Motorized Shades
795,Affordable Dallas Construction,,(972) 877-0165,http://dallasconstruction.com/,"3439 Racquet Club Dr, Grand Prairie, TX 75052, United States",Grand Prairie,TX,3.3,14,0,unranked,Patio Covers; Motorized Shades
204,Affordable Pergolas DFW,info@affordablepergolasdfw.com,(469) 991-1200,http://www.affordablepergolasdfw.com/,"8105 Rasor Boulevard #302, Plano, TX 75024, United States",Plano,TX,4.7,50,0,unranked,Patio Covers; Motorized Shades
1078,Affordable Roofing,,(972) 332-0374,,"8 Janna Way, Lucas, TX 75002, United States",Lucas,TX,5,24,0,unranked,Patio Covers
642,Affordable Screen Company,,(972) 346-8179,https://www.affordablewindowscreens.com/,"720 Valley Ridge Cir #22, Lewisville, TX 75057, United States",Denton,TX,4.4,49,0,unranked,Pool
425,Affordable Siding & Windows,,(972) 228-5822,https://www.sidingtx.com/,"3121 Shadow Wood Dr, Dallas, TX 75224, United States",Dallas,TX,4.9,153,0,unranked,Motorized Shades
273,Ahlers Roofing and Construction LLC,info@ahlersroofing.com,(214) 214-7663,https://www.ahlersroofing.com/,"7709 Davis Blvd Ste 100, North Richland Hills, TX 76182, United States",Colleyville,TX,4.5,218,0,unranked,Patio Covers
1030,Albert's Roofing & Construction,,(214) 336-9267,,"1631 Cedarbrook Dr, Mesquite, TX 75181, United States",Mesquite,TX,5,19,0,unranked,Patio Covers
252,Alexander and Sons Roofing,dean@weroofntx.com,(817) 455-4745,https://www.alexanderandsonsroofing.com/,"1608 Hart St # 301, Southlake, TX 76092, United States",Southlake,TX,5,70,0,unranked,Patio Covers
730,All About Pools,,(972) 475-7665,,"8602 Lakeview Pkwy, Rowlett, TX 75088, United States",Rowlett,TX,4.6,141,0,unranked,Pool
762,All American Fence Repair - DFW,,(512) 781-2283,https://www.allamericanfencerepair.com/,"5937 Plum St unit L, Watauga, TX 76148, United States",Watauga,TX,5,38,0,unranked,Pool
860,All American Masonry,,(817) 968-0231,https://www.facebook.com/profile.php?id=100074665654998,"3025 County Rd 316B, Cleburne, TX 76031, United States",Cleburne,TX,5,46,0,unranked,Patio Covers
938,All American Siding,info@allamericanroof.net,(972) 254-2654,http://www.allamericanroof.net/,"1421 N Loop 12, Irving, TX 75061, United States",Irving,TX,5,14,0,unranked,Patio Covers
1075,All Hart LLC,allhartllc@gmail.com,(972) 339-2572,http://allhartroofing.com/,"6909 Coral Ln, Sachse, TX 75048, United States",Sachse,TX,5,49,0,unranked,Patio Covers
1355,All My Brothers Construction,,(817) 902-5617,http://allmybrothersroofing.com/,"7103 Forestview Dr, Arlington, TX 76016, United States",Cedar Hill,TX,5,101,0,unranked,Patio Covers
915,All Seasons Decks and Gazebos,sales@allseasonsdeckandgazebos.com,(512) 487-8036,https://allseasonsdecksandgazebostx.hibuwebsites.com/,"2401 Co Rd 258, Liberty Hill, TX 78642, United States",Cedar Hill,TX,5,7,0,unranked,Patio Covers
20,All Star Installations pools,,(817) 317-1614,,"3813 N Commerce St, Fort Worth, TX 76106, United States",Fort Worth,TX,3,48,0,unranked,Pool
1007,All Star Roofing Of Garland,,(214) 681-8863,,"2102 Harvest Run, Garland, TX 75040, United States",Garland,TX,5,200,0,unranked,Patio Covers
1344,All Trades Construction,,(469) 397-9264,https://alltradestexas.com/,"401 Cantrell St, Waxahachie, TX 75165, United States",Waxahachie,TX,5,14,0,unranked,Patio Covers
1416,All Window Decor,info@allwindowdecor.net,(817) 448-3393,https://allwindowdecor.com/,"14625 Metz Rd, Valley View, TX 76272, United States",Prosper,TX,4.9,20,0,unranked,Motorized Shades
1518,All seasons inexteriors llc,,(817) 891-8234,,"1604 Enchanted Ln, Lancaster, TX 75146, United States",DeSoto,TX,5,3,0,unranked,Motorized Shades
704,Allen Aquatics,jallen@allenaquatics.com,(214) 923-5584,https://www.allenaquatics.com/,"201 Plantation Dr, Waxahachie, TX 75167, United States",Waxahachie,TX,5,1,0,unranked,Pool
15,Allied Outdoor Solutions,,(214) 770-0205,https://www.alliedoutdoorsolutions.com/,"1785 TX-26 Suite 200, Grapevine, TX 76051, United States",Fort Worth,TX,4.5,373,0,unranked,Pool; Patio Covers; Motorized Shades
432,Allied Siding & Windows,info@alliedsidingandwindows.comaustin,(972) 888-9988,https://www.alliedsidingandwindows.com/,"129 S Main St Ste 100, Grapevine, TX 76051, United States",Grapevine,TX,4.4,169,0,unranked,Patio Covers; Motorized Shades
984,Alpha & Omega Roofing LLC,,(214) 216-6677,https://alphaomegaroofingtx.com/,"802 Ashwood Dr, Allen, TX 75002, United States",Allen,TX,5,23,0,unranked,Patio Covers
834,Alpha Exteriors and Construction,,(817) 670-5595,http://alphaeac.com/,"255 S Denton Tap Rd #240, Coppell, TX 75019, United States",Coppell,TX,5,140,0,unranked,Patio Covers; Motorized Shades
65,Alpha Pools,,(817) 919-0247,https://www.poolwerx.com/locations/texas/poolwerx-north-richland-hills/,"8528 Davis Blvd #190, North Richland Hills, TX 76182, United States",North Richland Hills,TX,5,1,0,unranked,Pool
1250,Alpine Roofing,info@alpineroofingandsolar.com,(682) 257-4631,https://alpineroofingandsolar.com/,"7247 Kentish Dr, Fort Worth, TX 76137, United States",Saginaw,TX,4.7,45,0,unranked,Patio Covers
1366,Alto Vista Roofing Company,,(210) 837-5501,http://www.altovistaroofing.com/,"906 Mercury Ave, Duncanville, TX 75137, United States",Duncanville,TX,4.7,26,0,unranked,Patio Covers
824,"Amadeo Construction, Inc",,(940) 977-5000,https://amadeoconstruction.com/,"2201 Spinks Rd Suite 272, Flower Mound, TX 75022, United States",Flower Mound,TX,5,19,0,unranked,Patio Covers
657,Amazing Pool Plaster LLC,,(817) 724-9895,https://www.facebook.com/Amazing-pool-plaster-LLC-104233885168816/,"427 E Ellen Ave, Hurst, TX 76053, United States",Hurst,TX,5,5,0,unranked,Pool
1397,America's Best Blinds & Shutters,americasblinds@yahoo.com,(214) 629-7054,https://americasbestblindsandshutters.com/,"629 E Walnut St, Garland, TX 75040, United States",Garland,TX,4.3,35,0,unranked,Motorized Shades
737,American Aluminum Display Center,americanaluminumtx@gmail.com,(409) 833-2400,http://www.carportsandpatios.com/,"5000 US-69, Rose Hill Acres, TX 77657, United States",Lucas,TX,3.8,10,0,unranked,Pool
259,American Dream Roofing,,(214) 518-5705,http://adcroofing.com/,"1500 Corporate Cir Suite 13, Southlake, TX 76092, United States",Southlake,TX,4.9,46,0,unranked,Patio Covers
1328,American Outback Buildings Inc,,(972) 689-6114,,"2205 Hanna Ct, Midlothian, TX 76065, United States",Midlothian,TX,4.3,3,0,unranked,Patio Covers
446,American Pacific Pool Services,,(817) 275-5188,https://spspoolcare.com/locations/pool-services-in-dallas-ft-worth/aquamaid/,"2317 Michigan Ct, Arlington, TX 76016, United States",Arlington,TX,3.2,29,0,unranked,Pool
21,American Patio Enclosures,,,https://americanpatioenclosure.com/,"755 Davis Blvd, Southlake, TX 76092, United States",Dallas,TX,5,32,35,unranked,Pool; Patio Covers
1157,American Pride Roofing,,(972) 850-8331,http://www.americanprideroofing.com/,"5201 S Colony Blvd #699, The Colony, TX 75056, United States",The Colony,TX,4.6,44,0,unranked,Patio Covers
45,American Solar Screens,americansolarscreens@yahoo.com,(817) 605-8881,https://americansolarscreens.com/,"755 Davis Blvd, Southlake, TX 76092, United States",Southlake,TX,4.6,26,0,unranked,Pool; Motorized Shades
649,Ameristar Screen and Glass,contact@ameristarglass.com,(972) 406-3200,http://www.ameristarglass.com/,"2405 McIver Ln, Carrollton, TX 75006, United States",Carrollton,TX,4.1,27,0,unranked,Pool
1194,Amick Construction,,(469) 763-3110,http://amickconstruction.org/about/,"720 Valley Ridge Cir #6, Lewisville, TX 75057, United States",Highland Village,TX,4.7,12,0,unranked,Patio Covers
1200,Apex Premier Roofing & General Contracting,info@apexpremierroofing.com,(817) 410-0937,https://www.apexpremierroofing.com/,"2020 W Northwest Hwy ste116, Grapevine, TX 76051, United States",Coppell,TX,4.9,197,0,unranked,Patio Covers
483,Aqua Architects,office@aquaarchitectsdfw.com,(469) 571-0195,http://aquaarchitectsdfw.com/,"Sunnyvale, TX 75182, United States",Mesquite,TX,5,21,0,unranked,Pool
612,Aqua Bright,,(469) 252-5094,http://www.aquabright.org/,"6201 Technology Dr #123, Frisco, TX 75033, United States",Frisco,TX,4.3,56,0,unranked,Pool
43,"Aqua Group, Inc.",,(817) 431-7946,https://www.aquaticsconnect.com/southlake/services-vendors/aqua-group-inc,"2802 Market Loop, Southlake, TX 76092, United States",Southlake,TX,3.2,11,0,unranked,Pool
129,AquaMedic,poolrepair@txaquamedic.com,(817) 788-0744,https://txaquamedic.com/,"7512 Maple Dr, North Richland Hills, TX 76180, United States",North Richland Hills,TX,4.8,40,0,unranked,Pool
104,AquaPools of Dallas-Fort Worth,,(800) 432-8994,https://www.aquapools.com/,"4701 I-35W, Alvarado, TX 76009, United States",Fort Worth,TX,4.7,209,0,unranked,Pool
827,AquaTerra Outdoors,info@aquaterraoutdoors.com,(214) 387-8333,http://www.aquaterraoutdoors.com/,"4252 Marsh Ridge Rd, Carrollton, TX 75010, United States",Carrollton,TX,4.1,28,0,unranked,Patio Covers
445,Aquamaid Pool Services,,(817) 381-6201,https://spspoolcare.com/pool-services/tx/arlington/aquamaid/,"4330 Beltway Pl Ste 160, Arlington, TX 76018, United States",Arlington,TX,4.4,275,0,unranked,Pool
535,Aquatechnik Pool Service,info@aquatechnikpools.com,(972) 746-5501,https://www.aquatechnikpools.com/,"2201 Long Prairie Rd #107812, Flower Mound, TX 75022, United States",Flower Mound,TX,4.8,16,0,unranked,Pool
598,Aquatic,,(972) 227-6692,http://aquaticbath.com/,"151 Industrial St, Lancaster, TX 75134, United States",Lancaster,TX,2.7,31,0,unranked,Pool
500,Aquatic Arts Pool N Spa,,(469) 960-3740,http://aquaticartspoolnspa.com/,"105 St Mary's Pl #200, Rockwall, TX 75087, United States",Rockwall,TX,4.8,200,0,unranked,Pool
998,Arapaho Roofing and Residential,,(972) 707-2700,,"1350 E Arapaho Rd # 212, Richardson, TX 75081, United States",Richardson,TX,4.6,30,0,unranked,Patio Covers
175,Arbors and Patios,,(214) 305-2261,https://www.arborsandpatios.com/,"13500 McClintock St, Farmers Branch, TX 75234, United States",Dallas,TX,4.7,53,0,unranked,Patio Covers; Motorized Shades
765,ArcWorkz Fabrication,,(817) 420-0755,https://www.facebook.com/Misael920,"7156 Little Mohican Dr, Fort Worth, TX 76179, United States",Saginaw,TX,5,3,0,unranked,Pool; Patio Covers
192,Archie's Backyard Retreat,,(817) 337-4575,,"3023 Keller Hicks Rd, Fort Worth, TX 76244, United States",Keller,TX,3.2,19,0,unranked,Patio Covers
222,Architect of Shade,,(682) 802-9535,https://www.architectofshade.com/,"2978 Congressman Ln, Dallas, TX 75220, United States",Colleyville,TX,4.3,6,0,unranked,Patio Covers; Motorized Shades
415,Architectural Fabrication,,(817) 926-7270,https://www.arch-fab.com/,"2100 E Richmond Ave, Fort Worth, TX 76104, United States",Fort Worth,TX,4.8,9,0,unranked,Motorized Shades
1489,Architectural Glass Solutions,info@agtinters.com,(972) 625-6008,http://www.agtinters.com/,"3249 Horizons Dr, Little Elm, TX 75068, United States",Little Elm,TX,5,8,0,unranked,Motorized Shades
