lead_id,property_id,lead_type,lead_subtypes,tier,score,freshness_tier,days_since_permit,permit_date,is_high_contrast,contrast_ratio,is_absentee,status,created_at
b4e3dfc2,"3801 SANDGATE ST, Fort Worth TX 76105",residential accessory new,,A,80.0,cool,50,2025-10-13,1,5.956380952380952,1,new,2025-12-05 23:32:08.437055
566584e8,"9600 HERON DR, Fort Worth TX 76108",pool,,A,80.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:06.994066
51a4c89a,"4904 CAMILLE CT, Fort Worth TX 76135",pool,,A,80.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:06.911945
afe7e564,"628 ROARING SPRINGS RD, Fort Worth TX 76107",pool,,A,80.0,hot,12,2025-11-20,0,0.9233668341708543,1,new,2025-12-05 23:32:06.863685
0a54684c,"3916 KENLEY ST, Fort Worth TX 76107",pool,,B,79.0,warm,21,2025-11-11,0,0.2935540201005025,1,new,2025-12-05 23:32:06.256594
d65cd08f,"3010 SIMONDALE DR, Fort Worth TX 76109",pool,,B,78.0,moderate,43,2025-10-20,1,1.263083266046586,1,new,2025-12-05 23:32:08.131894
db54b79d,"10909 ROCKCHAPEL DR, Fort Worth TX 76052 United States",pool,,B,78.0,moderate,34,2025-10-29,0,0.0,1,new,2025-12-05 23:32:07.762593
08644761,"308 CRESTWOOD DR, Fort Worth TX 76107",residential addition,,B,78.0,moderate,40,2025-10-23,1,2.614915829145729,1,new,2025-12-05 23:32:05.432042
40c1e7c4,"3001 WESTRIDGE AVE, Fort Worth TX 76116",residential addition,,B,78.0,moderate,32,2025-10-31,1,3.3056678725970063,1,new,2025-12-05 23:32:05.302001
8a2965a7,"3433 AVE M, Fort Worth TX 76105",residential remodel,,B,77.0,warm,18,2025-11-14,1,9.858190476190476,1,new,2025-12-05 23:32:13.738731
28dd63bf,"2710 SIMONDALE DR, Fort Worth TX 76109",residential remodel,,B,77.0,warm,15,2025-11-17,1,3.255639054193538,1,new,2025-12-05 23:32:12.300335
f32e95d7,"6040 WIMBLETON WAY, 1, Fort Worth TX 76133",pool,,B,77.0,warm,27,2025-11-05,0,1.1768532165235361,1,new,2025-12-05 23:32:07.556073
d06cd2a4,"6321 TAVOLO PKWY, Fort Worth TX 76123",pool,,B,77.0,warm,27,2025-11-05,0,0.0,1,new,2025-12-05 23:32:07.526281
1685d83d,"12533 NORDLAND LN, Fort Worth TX 76244",pool,,B,77.0,warm,26,2025-11-06,0,0.9864552928024388,1,new,2025-12-05 23:32:07.455666
544c8323,"9300 BELLA TERRA DR, Fort Worth TX 76126",residential accessory new,,B,77.0,warm,25,2025-11-07,1,1.6329441795863209,1,new,2025-12-05 23:32:07.400251
a63eb3ee,"4825 CRUMBCAKE DR, Fort Worth TX 76244",pool,,B,77.0,warm,23,2025-11-09,0,0.7828300465400269,1,new,2025-12-05 23:32:07.386335
c5e61178,"8625 LAKE COUNTRY DR, Fort Worth TX 76179",pool,,B,77.0,warm,22,2025-11-10,0,1.0457995482987152,1,new,2025-12-05 23:32:07.349027
daa7bf2e,"10705 ENCHANTED ROCK WAY, Fort Worth TX 76126",pool,,B,77.0,warm,22,2025-11-10,0,1.0094910970131512,1,new,2025-12-05 23:32:07.320599
39a92435,"2555 WAITS AVE, Fort Worth TX 76109",residential accessory new,,B,77.0,warm,21,2025-11-11,1,1.702635825588117,1,new,2025-12-05 23:32:07.263577
5b4bb9f8,"6236 WHEATON DR, Fort Worth TX 76133",residential remodel,,B,75.0,hot,2,2025-11-30,1,1.959419848333896,1,new,2025-12-05 23:32:09.336850
dd292494,"4012 SHADOW DR, Fort Worth TX 76116",residential accessory addition,,B,75.0,cool,60,2025-10-03,1,2.910905866496418,1,new,2025-12-05 23:32:08.705269
7da7c303,"100 LINDENWOOD DR, Fort Worth TX 76107",residential accessory new,,B,75.0,hot,11,2025-11-21,1,1.3595339195979899,1,new,2025-12-05 23:32:06.760123
0db03c73,"5321 NORTHCREST RD, Fort Worth TX 76107",pool,,B,75.0,moderate,43,2025-10-20,0,0.9381670854271357,1,new,2025-12-05 23:32:05.830132
bc6c31bb,"6224 CURZON AVE, Fort Worth TX 76116",residential addition,,B,75.0,cool,49,2025-10-14,1,2.879404128537987,1,new,2025-12-05 23:32:05.753234
883857da,"4908 CALLAHAN ST, Fort Worth TX 76105",residential addition,,B,75.0,cool,48,2025-10-15,1,4.904761904761905,1,new,2025-12-05 23:32:05.689756
27b3f195,"3700 AVE K, Fort Worth TX 76105",residential addition,,B,75.0,cool,46,2025-10-17,1,5.106238095238095,1,new,2025-12-05 23:32:05.632982
03bee9ce,"4348 VIRGINIA LN, Fort Worth TX 76103",residential new,,B,75.0,hot,14,2025-11-18,0,0.0,1,new,2025-12-05 23:32:04.842382
0fa2bbf8,"1712 E POWELL AVE, Fort Worth TX 76104",residential new,,B,75.0,hot,14,2025-11-18,0,1.0416666666666667,1,new,2025-12-05 23:32:04.825949
ae1a25f4,"3023 PROSPECT AVE, Fort Worth TX 76106",residential new,,B,75.0,hot,13,2025-11-19,0,1.0,1,new,2025-12-05 23:32:04.806869
d0b500f3,"3808 STALCUP RD, APT A,B,C,D, Fort Worth TX 76119",residential new,,B,75.0,hot,13,2025-11-19,0,0.36081396528975945,1,new,2025-12-05 23:32:04.776409
52ae2ad6,"2800 LANGSTON ST, Fort Worth TX 76105",residential new,,B,75.0,hot,13,2025-11-19,0,0.6132380952380952,1,new,2025-12-05 23:32:04.760646
a4ef2b76,"7744 PONDVIEW LN, Fort Worth TX 76123",residential new,,B,75.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:04.746755
e4d7a07a,"4548 NORCROSS LN, Fort Worth TX 76036",residential new,,B,75.0,hot,12,2025-11-20,0,0.23408385880253849,1,new,2025-12-05 23:32:04.730659
ebb9d5b3,"10324 DITTANY LN, Fort Worth TX 76036 United States",residential new,,B,75.0,hot,11,2025-11-21,0,0.2128910606029886,1,new,2025-12-05 23:32:04.714638
c5364e2f,"10320 DITTANY LN, Fort Worth TX 76036 United States",residential new,,B,75.0,hot,11,2025-11-21,0,0.2128910606029886,1,new,2025-12-05 23:32:04.700928
bfe11c07,"4553 LYRE LEAF DR, Fort Worth TX 76036 United States",residential new,,B,75.0,hot,11,2025-11-21,0,0.2128910606029886,1,new,2025-12-05 23:32:04.685451
88aa4b50,"4549 LYRE LEAF DR, Fort Worth TX 76036 United States",residential new,,B,75.0,hot,11,2025-11-21,0,0.2128910606029886,1,new,2025-12-05 23:32:04.671442
37f25555,"1400 BESSIE ST, Fort Worth TX 76104 United States",residential new,,B,75.0,hot,11,2025-11-21,0,0.15416666666666667,1,new,2025-12-05 23:32:04.657626
6a1e12da,"1433 E ARLINGTON AVE, Fort Worth TX 76104",residential new,,B,75.0,hot,8,2025-11-24,0,1.0,1,new,2025-12-05 23:32:04.644066
4d441d87,"320 W GAMBRELL ST, Fort Worth TX 76115",residential new,,B,75.0,hot,8,2025-11-24,0,0.0,1,new,2025-12-05 23:32:04.628583
b656a5da,"10004 VILLA VERDE DR, Fort Worth TX 76179",residential new,,B,75.0,hot,7,2025-11-25,0,0.03054537376430079,1,new,2025-12-05 23:32:04.613904
6d000568,"9729 LATOUR CT, Fort Worth TX 76126",residential new,,B,75.0,hot,7,2025-11-25,0,0.4379543776668293,1,new,2025-12-05 23:32:04.601199
aabe5ef8,"4605 LYRE LEAF DR, Fort Worth TX 76036 United States",residential new,,B,75.0,hot,7,2025-11-25,0,0.2128910606029886,1,new,2025-12-05 23:32:04.588522
d23ad2bc,"3101 CRENSHAW AVE, Fort Worth TX 76105",residential new,,B,75.0,hot,7,2025-11-25,0,1.0,1,new,2025-12-05 23:32:04.561644
631c61ff,"3000 N ELM ST, Fort Worth TX 76106",residential new,,B,75.0,hot,7,2025-11-25,0,0.8250920166041463,1,new,2025-12-05 23:32:04.533408
773e4d40,"813 SPRINGBROOK DR, Fort Worth TX 76107",residential new,,B,75.0,hot,1,2025-12-01,0,0.3887726130653266,1,new,2025-12-05 23:32:04.518227
a221fb3f,"4500 BLUE MIST DR, Fort Worth TX 76036",residential new,,B,75.0,hot,1,2025-12-01,0,0.23408385880253849,1,new,2025-12-05 23:32:04.487246
da130d92,7636 Trailridge Dr,residential new,,B,75.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:04.048472
43355760,2552 S University Dr,residential new,,B,75.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:04.035056
56d4cd92,"4541 SAINT ESTEPHE PL, Fort Worth TX 76126",residential accessory new,,B,74.0,warm,18,2025-11-14,1,1.2512982219052267,1,new,2025-12-05 23:32:07.112407
2c3a5f40,"404 EDGEWICK LN, Fort Worth TX 76036",residential addition,,B,74.0,warm,29,2025-11-03,1,1.6984043308124328,1,new,2025-12-05 23:32:05.259810
a2b6218c,"3801 LENOX DR, Fort Worth TX 76107",pool,,B,73.0,moderate,43,2025-10-20,0,0.698178391959799,1,new,2025-12-05 23:32:08.146621
246a05dd,"3928 CLARKE AVE, Fort Worth TX 76107",pool,,B,73.0,moderate,35,2025-10-28,0,0.4129761306532663,1,new,2025-12-05 23:32:07.777695
ece9cfa5,"3721 STONEY CREEK RD, Fort Worth TX 76116",residential accessory new,,B,72.0,cool,55,2025-10-08,1,1.6029169326807122,1,new,2025-12-05 23:32:08.646328
44583231,"7500 TRAILRIDGE CT, Fort Worth TX 76179",pool,,B,72.0,cool,55,2025-10-08,0,0.9277833314820986,1,new,2025-12-05 23:32:08.617402
3e4769f7,"1000 PINNACLE BREEZE DR, Fort Worth TX 76052",pool,,B,72.0,cool,54,2025-10-09,0,0.0,1,new,2025-12-05 23:32:08.546681
fe8bc8c6,"4300 CARTAGENA DR, BLDG, Fort Worth TX 76133",residential accessory new,,B,72.0,warm,28,2025-11-04,1,1.3783254151880182,1,new,2025-12-05 23:32:07.570543
3683d4b9,"817 FOREST HEIGHTS DR, Fort Worth TX 76036",residential addition,,B,72.0,cold,85,2025-09-08,1,2.083280955373979,1,new,2025-12-05 23:32:06.496723
0cfa910c,"2512 CAMPBELL ST, Fort Worth TX 76105",residential addition,,B,72.0,cold,63,2025-09-30,1,4.296571428571428,1,new,2025-12-05 23:32:06.039917
a7839928,"4249 SUMMERSWEET LN, Fort Worth TX 76036",residential addition,,B,72.0,warm,26,2025-11-06,1,1.724868717179295,1,new,2025-12-05 23:32:05.081280
1a7e509f,"3220 MC CART AVE, Fort Worth TX 76109",residential new,,B,72.0,warm,15,2025-11-17,0,0.30698975117611826,1,new,2025-12-05 23:32:04.870640
bee7329e,"10653 STAG LN, Fort Worth TX 76036",residential new,,B,72.0,warm,15,2025-11-17,0,0.30159566918756714,1,new,2025-12-05 23:32:04.856398
78759dda,"3624 HORACE AVE, Fort Worth TX 76244",residential accessory new,,B,72.0,warm,18,2025-11-14,0,1.032466006452789,1,new,2025-12-05 23:32:04.317465
454bd987,"4140 SWEET CLOVER LN, Fort Worth TX 76036",residential remodel,,B,70.0,hot,14,2025-11-18,1,1.5553770199306582,1,new,2025-12-05 23:32:10.906067
8a4d5cca,"6505 SABROSA CT E, Fort Worth TX 76133",residential remodel,,B,70.0,hot,13,2025-11-19,1,1.5123506599369292,1,new,2025-12-05 23:32:10.699160
7651f9df,"553 MERTON CT, Fort Worth TX 76036",residential remodel,,B,70.0,hot,12,2025-11-20,1,1.6831167251272277,1,new,2025-12-05 23:32:10.407467
7c7965b0,"4109 GALT AVE, Fort Worth TX 76109",residential remodel,,B,70.0,hot,11,2025-11-21,1,1.6586088614618968,1,new,2025-12-05 23:32:10.149270
ed17bbd4,"2732 RIVERWOOD CIR, Fort Worth TX 76109",residential remodel,,B,70.0,hot,8,2025-11-24,1,1.5235229448773837,1,new,2025-12-05 23:32:09.893852
90fbbe82,"8408 TRACE RIDGE PKWY, Fort Worth TX 76137",pool,,B,70.0,cool,55,2025-10-08,0,0.0,1,new,2025-12-05 23:32:08.632146
4653ff8b,"8408 FERN LAKE CT, Fort Worth TX 76137",pool,,B,70.0,cool,55,2025-10-08,0,0.0,1,new,2025-12-05 23:32:08.560620
bc21316d,"4525 SAINT ESTEPHE PL, Fort Worth TX 76126",residential accessory new,,B,70.0,cool,54,2025-10-09,1,1.3034356478179445,1,new,2025-12-05 23:32:08.529995
2375cfa2,"2241 LACERTA DR, Fort Worth TX 76052",pool,,B,70.0,cool,50,2025-10-13,0,0.0,1,new,2025-12-05 23:32:08.367401
1460e54a,"217 CLEMENTINE CT, Fort Worth TX 76114",pool,,B,70.0,cool,46,2025-10-17,0,0.0,1,new,2025-12-05 23:32:08.202941
128d0781,"604 EASTWOOD AVE, Fort Worth TX 76107",residential accessory new,,B,70.0,hot,13,2025-11-19,0,0.7975640703517588,1,new,2025-12-05 23:32:06.893338
a126fc13,"5504 CINDY LN, Fort Worth TX 76135",residential accessory new,,B,70.0,hot,13,2025-11-19,0,0.0,1,new,2025-12-05 23:32:06.877688
995b1fe2,"1513 JENSON RD, Fort Worth TX 76112",residential accessory new,,B,70.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:06.848513
dea63f23,"9001 BISON CREEK DR, Fort Worth TX 76131",residential accessory new,,B,70.0,hot,12,2025-11-20,0,0.0,1,new,2025-12-05 23:32:06.831282
2e4d7811,"5425 WYNDROOK ST, Fort Worth TX 76244",residential accessory new,,B,70.0,hot,12,2025-11-20,0,1.0426305767317436,1,new,2025-12-05 23:32:06.810420
b1c231b8,"4524 SAINT ESTEPHE PL, Fort Worth TX 76126",residential accessory new,,B,70.0,hot,11,2025-11-21,0,0.8270038498275294,1,new,2025-12-05 23:32:06.794173
80858fa3,"5000 SUNSET CIR N, Fort Worth TX 76244",residential accessory new,,B,70.0,hot,11,2025-11-21,0,0.30968116018422737,1,new,2025-12-05 23:32:06.778167
dd48a291,"4301 THORP LN, Fort Worth TX 76244",residential accessory new,,B,70.0,hot,8,2025-11-24,0,0.47509043348773466,1,new,2025-12-05 23:32:06.745940
91b73246,"6245 HOLLIWELL LN, Fort Worth TX 76179",residential accessory new,,B,70.0,hot,8,2025-11-24,0,0.8942627589745217,1,new,2025-12-05 23:32:06.731700
9763927f,"5001 FLAT CREEK DR, Fort Worth TX 76179",residential accessory new,,B,70.0,hot,8,2025-11-24,0,0.9066739658209169,1,new,2025-12-05 23:32:06.715330
4e93d3bf,"1400 SEAMAN ST, Fort Worth TX 76111",residential accessory new,,B,70.0,hot,7,2025-11-25,0,0.0,1,new,2025-12-05 23:32:04.263981
5fb080c9,"3252 MC CART AVE, Fort Worth TX 76109 United States",residential accessory new,,B,70.0,hot,6,2025-11-26,0,0.31857427008842465,1,new,2025-12-05 23:32:04.250693
0f73cc75,"1636 LAKESIDE DR N, Fort Worth TX 76134",residential accessory new,,B,70.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:04.221755
d852861c,"10121 INDIAN MOUND RD, Fort Worth TX 76108",residential accessory new,,B,70.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:04.191977
476cdf5a,"4132 SANDAGE AVE, Fort Worth TX 76115",residential addition,,B,70.0,hot,1,2025-12-01,0,0.0,1,new,2025-12-05 23:32:04.062463
8f94c830,"2549 OLVERA CT, Fort Worth TX 76179",residential accessory new,,B,69.0,warm,27,2025-11-05,0,0.9778036950646081,1,new,2025-12-05 23:32:07.498563
74b03c73,"3213 STADIUM DR, Fort Worth TX 76109",residential accessory new,,B,69.0,warm,28,2025-11-04,0,1.0639708718856469,1,new,2025-12-05 23:32:05.361076
d4168370,"3940 BENT ELM LN, Fort Worth TX 76109",residential addition,,B,69.0,warm,21,2025-11-11,1,1.4693363576650706,1,new,2025-12-05 23:32:05.034193
edc12d06,"10624 STAG LN, Fort Worth TX 76036",residential accessory new,,B,69.0,warm,19,2025-11-13,0,0.30159566918756714,1,new,2025-12-05 23:32:04.330446
b56e07c1,"7026 BATTLE CREEK RD, Fort Worth TX 76116",residential accessory new,,B,68.0,moderate,40,2025-10-23,1,1.3267163226218344,1,new,2025-12-05 23:32:07.975710
917241c0,"6748 KIRKWOOD RD, Fort Worth TX 76116",residential accessory new,,B,68.0,moderate,35,2025-10-28,1,1.4183528410300064,1,new,2025-12-05 23:32:07.842696
1ae67be0,"6448 DOVE CHASE LN, Fort Worth TX 76123",residential accessory new,,B,68.0,moderate,32,2025-10-31,0,0.0,1,new,2025-12-05 23:32:07.628980
524c7be2,"4620 PENTRIDGE DR, Fort Worth TX 76036",residential addition,,B,68.0,moderate,43,2025-10-20,1,1.735199002453316,1,new,2025-12-05 23:32:05.489888
6a8967e5,"14412 CAPRIDGE RD, Fort Worth TX 76008 United States",pool,,B,67.0,hot,12,2025-11-20,0,0.0,0,new,2025-12-05 23:32:44.324489
8672f9f2,"3933 FLOYD DR, Fort Worth TX 76116",residential remodel,,B,67.0,warm,15,2025-11-17,1,1.507154713768887,1,new,2025-12-05 23:32:12.830074
d15e2fee,"5100 PAINT ROCK CT, Fort Worth TX 76132",pool,,B,67.0,cold,74,2025-09-19,0,0.0,1,new,2025-12-05 23:32:08.808919
2eecdf38,"758 FERNWOOD ST, Fort Worth TX 76114",residential accessory new,,B,67.0,warm,29,2025-11-03,0,0.0,1,new,2025-12-05 23:32:07.614994
d5ececd3,"3815 CRESTLINE RD, Fort Worth TX 76107",residential accessory new,,B,67.0,warm,28,2025-11-04,0,0.48743718592964824,1,new,2025-12-05 23:32:07.597777
40dc6b23,"2521 STONEWALL LN, Fort Worth TX 76123",residential accessory new,,B,67.0,warm,27,2025-11-05,0,0.0,1,new,2025-12-05 23:32:07.542363
ef137211,"7120 ROBINHOOD LN, Fort Worth TX 76112",residential accessory new,,B,67.0,warm,27,2025-11-05,0,0.0,1,new,2025-12-05 23:32:07.512119
f40c4a2d,"801 REVEILLE RD, Fort Worth TX 76108",residential accessory new,,B,67.0,warm,26,2025-11-06,0,0.0,1,new,2025-12-05 23:32:07.483923
75dc19f3,"4013 TOLEDO AVE, Fort Worth TX 76133",residential accessory new,,B,67.0,warm,26,2025-11-06,0,1.0825723954516637,1,new,2025-12-05 23:32:07.469794
0c3ff2c3,"4904 HILLSIDE DR, Fort Worth TX 76114",residential accessory new,,B,67.0,warm,25,2025-11-07,0,0.0,1,new,2025-12-05 23:32:07.442020
4972ecdf,"4000 SUNSET POINT CIR, Fort Worth TX 76135",residential accessory new,,B,67.0,warm,25,2025-11-07,0,0.0,1,new,2025-12-05 23:32:07.427178
bf777d87,"4213 DONNELLY AVE, Fort Worth TX 76107",residential accessory new,,B,67.0,warm,25,2025-11-07,0,0.27889447236180903,1,new,2025-12-05 23:32:07.413515
a90a61fd,"4425 EL CAMPO AVE, Fort Worth TX 76107",residential accessory new,,B,67.0,warm,22,2025-11-10,0,0.5059522613065327,1,new,2025-12-05 23:32:07.362754
0beac171,"7820 SONGBIRD LN, Fort Worth TX 76133",residential accessory new,,B,67.0,warm,21,2025-11-11,0,1.1412627314719517,1,new,2025-12-05 23:32:07.292924
fed3910e,"6804 MARTHA LN, Fort Worth TX 76112",residential accessory new,,B,67.0,warm,21,2025-11-11,0,0.0,1,new,2025-12-05 23:32:07.277887
d7ca97ae,"6458 FORTUNE RD, Fort Worth TX 76116",residential accessory new,,B,67.0,warm,21,2025-11-11,0,0.9789316875931049,1,new,2025-12-05 23:32:07.250979
9ab89605,"3901 HUCKLEBERRY DR, Fort Worth TX 76137",residential accessory new,,B,67.0,warm,21,2025-11-11,0,0.0,1,new,2025-12-05 23:32:07.237460
967f4dab,"6336 MEADOWS WEST DR, Fort Worth TX 76132",residential accessory new,,B,67.0,warm,20,2025-11-12,0,0.0,1,new,2025-12-05 23:32:07.224821
f77cf986,"6920 CRAIG ST, Fort Worth TX 76112",residential accessory new,,B,67.0,warm,20,2025-11-12,0,0.0,1,new,2025-12-05 23:32:07.212222
3d3bc0aa,"4736 HIGHGROVE DR, Fort Worth TX 76132",residential accessory new,,B,67.0,warm,19,2025-11-13,0,0.0,1,new,2025-12-05 23:32:07.185853
8897d3a3,"8505 PINEWOOD DR, Fort Worth TX 76123",residential accessory new,,B,67.0,warm,19,2025-11-13,0,0.0,1,new,2025-12-05 23:32:07.158703
323c8f37,"9940 SPARROW HAWK LN, Fort Worth TX 76108",residential accessory new,,B,67.0,warm,19,2025-11-13,0,0.0,1,new,2025-12-05 23:32:07.145545
22a60504,"1232 TWISTING WIND DR, Fort Worth TX 76052",residential accessory new,,B,67.0,warm,18,2025-11-14,0,0.0,1,new,2025-12-05 23:32:07.098819
fbd8fe2f,"5416 LOFTSMOOR CT, Fort Worth TX 76244",residential accessory new,,B,67.0,warm,18,2025-11-14,0,1.1148785325066384,1,new,2025-12-05 23:32:07.084546
f4d1e6f1,"10112 FARMERS BRANCH ST, Fort Worth TX 76108",residential accessory new,,B,67.0,warm,18,2025-11-14,0,0.0,1,new,2025-12-05 23:32:07.068296
4541ee34,"2829 E 1ST ST, Fort Worth TX 76111",residential accessory new,,B,67.0,warm,15,2025-11-17,0,0.0,1,new,2025-12-05 23:32:07.036245
2e78c727,"6905 TALON DR, Fort Worth TX 76179",residential accessory new,,B,67.0,warm,15,2025-11-17,0,1.2265276653813808,1,new,2025-12-05 23:32:07.020984
ff7cded3,"4525 INWOOD RD, Fort Worth TX 76109",residential accessory new,,B,67.0,warm,15,2025-11-17,0,0.660317578001462,1,new,2025-12-05 23:32:07.007513
87634a43,"12033 WORTHWOOD ST, Fort Worth TX 76036",residential addition,,B,67.0,cold,78,2025-09-15,1,1.8114646904969485,1,new,2025-12-05 23:32:06.326431
da6a5615,"14 VALLEY RIDGE RD, FORT WORTH TEXAS",residential addition,,B,67.0,warm,28,2025-11-04,0,0.0,1,new,2025-12-05 23:32:05.188215
72574c0d,"3020 SIMONDALE DR, Fort Worth TX 76109",residential addition,,B,67.0,warm,27,2025-11-05,1,1.2580787538764697,1,new,2025-12-05 23:32:05.142022
f9e51e7c,"6328 GENOA RD, Fort Worth TX 76116",residential addition,,B,67.0,warm,26,2025-11-06,1,1.3169610555437328,1,new,2025-12-05 23:32:05.122211
b0741297,"4723 EL CAMPO AVE, Fort Worth TX 76107",residential addition,,B,67.0,hot,14,2025-11-18,0,0.4367638190954774,1,new,2025-12-05 23:32:04.961974
