id,business_name,email,phone,website,city,state,address,google_rating,google_review_count,trust_score
1395,AE Window Fashions,info@aewindowfashions.com,(972) 494-3357,http://www.aewindowfashions.com/,Garland,TX,"3106 Benton St, Garland, TX 75042, United States",4.9,164,0
1265,AKS Roofing & Construction,sales@aksroofing.com,(817) 501-9715,https://aksroofing.com/,Benbrook,TX,"955 Winscott Rd, Benbrook, TX 76126, United States",5,62,0
1110,AMG Roofing & Construction,filler@godaddy.combookingsmy,(214) 448-2008,https://amgroofing.com/,Denton,TX,"1115 S Trinity Rd, Denton, TX 76208, United States",5,10,0
1348,"AR Roofing & Remodeling, LLC",arroofing.cs@gmail.com,(469) 330-7663,http://ar-roofing.net/,Cedar Hill,TX,"920 Shady Brook Ln, Cedar Hill, TX 75104, United States",5,8,0
1085,ARK Construction Group LLC,kc@arkcpro.com,(214) 843-8255,http://arkcpro.com/,Lucas,TX,"1100 Rushmore Dr, Allen, TX 75002, United States",5,23,0
1242,ARK Roofing and Construction LLC,webmaster@arkroofingandconstruction.com,(817) 902-5259,http://arkroofingandconstruction.com/,Saginaw,TX,"940 Wrigley Way, Saginaw, TX 76179, United States",4.8,37,0
640,Able Handyman Services,ryangaker@gmail.com,(817) 504-3736,http://ablerenovationandhandyman.com/,Denton,TX,"709 Frame St, Denton, TX 76209, United States",4.5,8,0
980,Above Ground Roofing LLC,info@abovegroundroofing.com,(817) 690-7806,http://www.abovegroundroofing.com/,Allen,TX,"950 W Bethany Rd, Allen, TX 75013, United States",5,21,0
330,Absolute Construction,office@absoluteteam.net,(972) 596-0159,https://www.absoluteroofingcompany.net/?utm_source=Google&utm_medium=Local&utm_campaign=GMB-Dallas,Plano,TX,"605 18th St, Plano, TX 75074, United States",4.9,665,0
70,Accent Pools Inc,info@accentpools.com,(817) 226-7665,http://accentpools.com/,Arlington,TX,"1028 W Pioneer Pkwy, Arlington, TX 76013, United States",4.4,62,0
877,Acclaim Restorations,info@acclaimrestorations.com,(214) 775-0021,https://www.acclaimrestorations.com/,McKinney,TX,"8951 Collin McKinney Pkwy Ste 701, McKinney, TX 75070, United States",4.7,15,0
644,Ace Screen Repair & More LLC,office@acecfl.com,(239) 919-6779,https://acecfl.com/,Denton,TX,"3090 Sivan Rd Ste A, Fort Myers, FL 33916, United States",4.7,151,0
792,Adams Aluminum Pool & Patio Enclosures,info@z0j.e64.myftpupload.com,(985) 626-8813,http://www.adamsaluminum.com/,Lancaster,TX,"68469 James St, Mandeville, LA 70471, United States",4.6,44,0
616,Advance Pools Inc,service@advancepools.com,(972) 248-4360,https://www.advancepoolsinc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,McKinney,TX,"2202 FM546, McKinney, TX 75069, United States",4.8,14,0
1070,Aegis Quality Services,larry@aegisqs.com,(214) 632-7282,https://aegisqs.com/,Murphy,TX,"130 Skyline Dr, Murphy, TX 75094, United States",5,5,0
1412,"Affordable Blinds | Custom Blinds, Shades, Shutters",sales@affordableblindskilleen.com,(254) 554-1947,http://affordableblindskilleen.com/?utm_source=gmb&utm_medium=organic&utm_campaign=Listing,Lucas,TX,"602 E Elms Rd, Killeen, TX 76542, United States",4.9,140,0
204,Affordable Pergolas DFW,info@affordablepergolasdfw.com,(469) 991-1200,http://www.affordablepergolasdfw.com/,Plano,TX,"8105 Rasor Boulevard #302, Plano, TX 75024, United States",4.7,50,0
273,Ahlers Roofing and Construction LLC,info@ahlersroofing.com,(214) 214-7663,https://www.ahlersroofing.com/,Colleyville,TX,"7709 Davis Blvd Ste 100, North Richland Hills, TX 76182, United States",4.5,218,0
252,Alexander and Sons Roofing,dean@weroofntx.com,(817) 455-4745,https://www.alexanderandsonsroofing.com/,Southlake,TX,"1608 Hart St # 301, Southlake, TX 76092, United States",5,70,0
938,All American Siding,info@allamericanroof.net,(972) 254-2654,http://www.allamericanroof.net/,Irving,TX,"1421 N Loop 12, Irving, TX 75061, United States",5,14,0
1075,All Hart LLC,allhartllc@gmail.com,(972) 339-2572,http://allhartroofing.com/,Sachse,TX,"6909 Coral Ln, Sachse, TX 75048, United States",5,49,0
915,All Seasons Decks and Gazebos,sales@allseasonsdeckandgazebos.com,(512) 487-8036,https://allseasonsdecksandgazebostx.hibuwebsites.com/,Cedar Hill,TX,"2401 Co Rd 258, Liberty Hill, TX 78642, United States",5,7,0
1416,All Window Decor,info@allwindowdecor.net,(817) 448-3393,https://allwindowdecor.com/,Prosper,TX,"14625 Metz Rd, Valley View, TX 76272, United States",4.9,20,0
704,Allen Aquatics,jallen@allenaquatics.com,(214) 923-5584,https://www.allenaquatics.com/,Waxahachie,TX,"201 Plantation Dr, Waxahachie, TX 75167, United States",5,1,0
432,Allied Siding & Windows,info@alliedsidingandwindows.comaustin,(972) 888-9988,https://www.alliedsidingandwindows.com/,Grapevine,TX,"129 S Main St Ste 100, Grapevine, TX 76051, United States",4.4,169,0
1250,Alpine Roofing,info@alpineroofingandsolar.com,(682) 257-4631,https://alpineroofingandsolar.com/,Saginaw,TX,"7247 Kentish Dr, Fort Worth, TX 76137, United States",4.7,45,0
1397,America's Best Blinds & Shutters,americasblinds@yahoo.com,(214) 629-7054,https://americasbestblindsandshutters.com/,Garland,TX,"629 E Walnut St, Garland, TX 75040, United States",4.3,35,0
737,American Aluminum Display Center,americanaluminumtx@gmail.com,(409) 833-2400,http://www.carportsandpatios.com/,Lucas,TX,"5000 US-69, Rose Hill Acres, TX 77657, United States",3.8,10,0
45,American Solar Screens,americansolarscreens@yahoo.com,(817) 605-8881,https://americansolarscreens.com/,Southlake,TX,"755 Davis Blvd, Southlake, TX 76092, United States",4.6,26,0
649,Ameristar Screen and Glass,contact@ameristarglass.com,(972) 406-3200,http://www.ameristarglass.com/,Carrollton,TX,"2405 McIver Ln, Carrollton, TX 75006, United States",4.1,27,0
1200,Apex Premier Roofing & General Contracting,info@apexpremierroofing.com,(817) 410-0937,https://www.apexpremierroofing.com/,Coppell,TX,"2020 W Northwest Hwy ste116, Grapevine, TX 76051, United States",4.9,197,0
483,Aqua Architects,office@aquaarchitectsdfw.com,(469) 571-0195,http://aquaarchitectsdfw.com/,Mesquite,TX,"Sunnyvale, TX 75182, United States",5,21,0
129,AquaMedic,poolrepair@txaquamedic.com,(817) 788-0744,https://txaquamedic.com/,North Richland Hills,TX,"7512 Maple Dr, North Richland Hills, TX 76180, United States",4.8,40,0
827,AquaTerra Outdoors,info@aquaterraoutdoors.com,(214) 387-8333,http://www.aquaterraoutdoors.com/,Carrollton,TX,"4252 Marsh Ridge Rd, Carrollton, TX 75010, United States",4.1,28,0
535,Aquatechnik Pool Service,info@aquatechnikpools.com,(972) 746-5501,https://www.aquatechnikpools.com/,Flower Mound,TX,"2201 Long Prairie Rd #107812, Flower Mound, TX 75022, United States",4.8,16,0
1489,Architectural Glass Solutions,info@agtinters.com,(972) 625-6008,http://www.agtinters.com/,Little Elm,TX,"3249 Horizons Dr, Little Elm, TX 75068, United States",5,8,0
1277,Arrowhead Roofing & Construction,jcampbell@arrowheadrac.com,(682) 230-5428,http://arrowheadrac.com/,Crowley,TX,"4008 Williamson Rd suite 302, Crowley, TX 76036, United States",5,52,0
726,Artesian Custom Pools,info@artesiancustompools.com,(214) 578-3395,http://www.artesiancustompools.com/,Frisco,TX,"2770 Main St Suite 269, Frisco, TX 75033, United States",3.7,7,0
674,Artistry Pool Solutions,mike@artistrypoolsolutions.com,(817) 825-8706,http://www.artistrypoolsolutions.com/,Benbrook,TX,"7500 W Vickery Blvd, Fort Worth, TX 76116, United States",4.7,20,0
871,Austin Outdoor Living Group,noelalee@ausolg.com,(512) 258-2654,https://austinoutdoorliving.com/,Cedar Hill,TX,"1001 Cypress Creek Road STE 406, Cedar Park, TX 78613, United States",4.8,48,0
1394,Authentic Blinds & Shutters,info@authenticblindsandshutters.com,(214) 413-9115,http://www.authenticblindsandshutters.com/,Richardson,TX,"130 Castle Dr #101, Garland, TX 75040, United States",4.9,240,0
249,Autograph Construction,info@autographconstruction.com,(214) 210-0202,https://autographconstruction.com/,Dallas,TX,"Dallas, TX 75372, United States",4.8,144,0
1438,Avanti Designs,469-274-5106avanti@avantidesigns.us,(469) 274-5106,http://www.avantidesigns.us/,Addison,TX,"4500 Ratliff Ln Suit 117, Addison, TX 75001, United States",4.9,56,0
658,Awntech Corporation,sales@awntech.com,(800) 200-5997,https://awntech.com/?utm_source=GMB&utm_medium=organic,Euless,TX,"10950 S Pipeline Rd, Euless, TX 76040, United States",4.7,109,0
593,"B & J Custom Homes, Inc.",info@bjcustomhomes.com,(214) 206-8949,http://www.bjcustomhomes.com/,Cedar Hill,TX,"610 Uptown Blvd ste 2000, Cedar Hill, TX 75104, United States",5,3,0
768,B Smart Builders,items.contact817-367-9063info@bsmartbuilders.comaddress,(817) 367-9063,http://www.bsmartbuilders.com/,Benbrook,TX,"5148 Vickery Loop E, Benbrook, TX 76116, United States",5,4,0
1000,B&R General Contracting,service@brgeneralcontracting.com,(972) 836-8455,http://www.brgeneralcontracting.com/,Richardson,TX,"651 N Plano Rd Suite 421, Richardson, TX 75081, United States",5,140,0
1440,B.A.shadez,1bashadez@gmail.com,(682) 274-3938,http://www.1bashadez.com/,Crowley,TX,"4020 Williamson Rd #602, Crowley, TX 76036, United States",5,206,0
578,BRIGHT POOLS LLC,brittany@brightpoolsllc.com,(214) 762-5388,http://www.brightpoolsllc.com/,Midlothian,TX,"3261 FM 663 Suite D, Midlothian, TX 76065, United States",4.9,39,0
1031,Bacon Roofing,johnbaconroofing@gmail.com,(972) 772-1999,https://baconroofing.com/?utm_campaign=gmb,Rowlett,TX,"8126 Lakeview Pkwy #13, Rowlett, TX 75088, United States",4.9,125,0
922,"Baker Roofing & Construction, Inc",info@baker-roofing.com,(855) 766-3777,https://baker-roofing.com/,Dallas,TX,"6507 Trammel Dr, Dallas, TX 75214, United States",4.9,52,0
1115,Bauer Roofing & Construction,roofing@bauercontracting.com,(940) 279-4400,https://www.bauercontracting.com/,Denton,TX,"1402 N Corinth St #210, Corinth, TX 76208, United States",4.8,50,0
1236,Bazan Roofing,bri@bazanroofinginc.comget,(817) 831-4253,http://www.bazanroofinginc.com/,Haltom City,TX,"2824 N Beach St, Haltom City, TX 76111, United States",4.9,32,0
279,Becker Roofing and Exteriors,admin@brexteriors.com,(817) 898-7175,https://www.brexteriors.com/,Keller,TX,"1103 Keller Pkwy Suite 203, Keller, TX 76248, United States",4.9,57,0
255,Best Roofer Solar,marichardson@bestroofersolar.com,(682) 688-7727,https://bestroofersolar.com/,Southlake,TX,"950 E State Hwy 114 Ste 160, Southlake, TX 76092, United States",4.9,294,0
1198,"Better Built Siding & Windows, LLC",info@betterbuiltcompanies.com,(972) 245-0193,http://www.betterbuiltsidingandwindows.com/,Coppell,TX,"127 Sandy Oak Ln, Coppell, TX 75019, United States",4.6,19,0
528,Better Fence Company - Lewisville,info@abetterfencecompany.com,(214) 425-7232,https://abetterfencecompany.com/lewisville-fence-companies/,Lewisville,TX,"2016 Justin Rd # 320, Highland Village, TX 75077, United States",5,1,0
543,"Beyond Expectations, LLC",richard@beyondexps.com,(972) 955-6250,http://www.beyondexps.com/,Coppell,TX,"450 S Denton Tap Rd #101, Coppell, TX 75019, United States",4.4,7,0
1263,Billy Harris Roofing,infobillyharris@gmail.com,(817) 249-3338,https://billyharris-roofing.com/,Benbrook,TX,"7531 Benbrook Pkwy, Benbrook, TX 76126, United States",4.8,207,0
44,Bimini Blue Custom Pools,biminibluepools@gmail.com,(817) 917-4589,https://www.biminibluecustompools.com/,Southlake,TX,"203 Bowie St, Roanoke, TX 76262, United States",4.9,38,0
223,Birkes Builders,davidhbirkes@birkesbuilders.com,(817) 203-4603,https://www.birkesbuilders.com/,Colleyville,TX,"1301 Ashford Ct, Colleyville, TX 76034, United States",4.9,30,0
1409,"Blinds R Us, LLC",admin@blindsrusdfw.com,(469) 299-0070,http://www.blindsrusdfw.com/,Rockwall,TX,"7329 Co Rd 966, Nevada, TX 75173, United States",5,1,0
983,Blue Angel Roofing and General Contractors,blueangel@blueangelroof.com,(214) 385-9262,https://blueangelroofinggc.com/,Allen,TX,"450 Century Pkwy Ste 250, Allen, TX 75013, United States",4.8,51,0
1095,Blue Bee Construction,info@bluebeeconstruction.com,(214) 412-9572,https://bluebeeconstruction.com/,Prosper,TX,"711 Industry Way ste#10, Prosper, TX 75078, United States",5,23,0
603,Blue Canyon Poolscape Concepts LLC,whartonheath@yahoo.com,(903) 399-2275,http://www.bluecanyonpools.com/,Red Oak,TX,"1917 E U.S. Hwy 80, White Oak, TX 75693, United States",4.7,19,0
583,Blue Diamond Pools,mybluediamondpools@gmail.com,(817) 821-1786,https://sites.google.com/view/bluediamondpools/home?authuser=0,Midlothian,TX,"661 E Main St #200-166, Midlothian, TX 76065, United States",5,41,0
879,Blue Fox Outdoor Living,info@bluefoxlawncare.com,(972) 835-6228,https://www.bluefoxoutdoorliving.com/,Richardson,TX,"605 S Sherman St Ste 705K, Richardson, TX 75081, United States",4.6,35,0
1207,Blue Hawk Construction,info@bluehawkconstruction.com,(940) 514-5410,http://www.bluehawkconstruction.com/,Addison,TX,"16775 Addison Rd #305, Addison, TX 75001, United States",5,25,0
1256,"Blue Lake Roofing & Remodeling, LLC",office@bluelakeremodeling.com,(817) 476-3214,https://www.bluelakeremodeling.com/,Lake Worth,TX,"3165 Horton Rd, Forest Hill, TX 76119, United States",5,68,0
568,Bonnie & Clydes Pools and Spas,nrh@bncpools.com,(817) 295-7946,http://www.bncpools.com/,Burleson,TX,"251 SW Wilshire Blvd suite 107, Burleson, TX 76028, United States",4.3,93,0
656,Bonnie & Clydes Pools and Spas,nrh@bncpools.com,(817) 284-3363,http://www.bncpools.com/,Hurst,TX,"7815 Glenview Dr, North Richland Hills, TX 76180, United States",4.4,170,0
64,Borden Pools,info@bordenpools.com,(817) 439-8667,http://www.bordenpools.com/,North Richland Hills,TX,"5104 Commercial Dr, North Richland Hills, TX 76180, United States",4.3,83,0
1483,Boyd Contractors,jamey@boydcontractors.com,(214) 865-6654,http://www.boydcontractors.com/,Lewisville,TX,"1923 Silver Cloud Cir, Lewisville, TX 75067, United States",4.3,12,0
1282,Brainiac Construction,michael@brainiacco.comcall,(817) 360-9792,https://www.brainiacco.com/,Crowley,TX,"809 Burleson Retta Rd, Burleson, TX 76028, United States",5,49,0
132,Brennan Enterprises,hello@brennancorp.com,(972) 619-9281,https://brennancorp.com/,Arlington,TX,"2100 E Randol Mill Rd, Arlington, TX 76011, United States",4.9,648,0
701,Brighter Pool Services,matt@brighterpoolservices.com,(469) 846-9797,https://www.brighterpoolservices.com/,Midlothian,TX,"3261 FM 663 Suite D-1, Midlothian, TX 76065, United States",4.9,134,0
1261,Broadstone Roofing and Construction,info@broadstoneroofing.com,(817) 653-1350,https://broadstoneroofing.com/,White Settlement,TX,"200 N I-820 Frontage rd, White Settlement, TX 76108, United States",5,78,0
1079,Bua's Next Level Roofing,tbua22@gmail.com,(214) 669-6181,http://buasroofing.com/,Lucas,TX,"2255 Tractor Trail, Lucas, TX 75002, United States",5,45,0
389,Budget Blinds of Flower Mound & Grapevine,jjmullins@budgetblinds.com,(817) 498-0077,https://budgetblinds.com/flowermound/,Grapevine,TX,"2703 Justin Rd Suite 300, Flower Mound, TX 75028, United States",5,31,0
351,Budget Blinds of Granbury,rriddel@budgetblinds.com,(817) 732-2722,https://budgetblinds.com/fort-worth,Fort Worth,TX,"200 Carroll St # 100, Fort Worth, TX 76107, United States",4.8,51,0
348,Budget Blinds of Keller & Fort Worth,rriddel@budgetblinds.com,(817) 236-0011,https://budgetblinds.com/keller,Fort Worth,TX,"200 Carroll St # 100, Fort Worth, TX 76107, United States",5,667,0
1453,"Budget Blinds of Lancaster, Lebanon and Reading",adam.witman@budgetblinds.com,(717) 519-6647,https://budgetblinds.com/northlancaster,Lancaster,TX,"1923 Fruitville Pike, Lancaster, PA 17601, United States",4.9,243,0
1441,Budget Blinds of Mansfield,jrelder@budgetblinds.com,(817) 554-1772,https://budgetblinds.com/mansfieldtx/,Mansfield,TX,"7489 Rendon Bloodworth Rd Suite 102, Mansfield, TX 76063, United States",5,141,0
296,Buford Roofing & Construction Inc.,hendrickjennifer550@gmail.com,(817) 329-7663,https://www.bufordroofing.com/,Grapevine,TX,"402 E Northwest Hwy #200, Grapevine, TX 76051, United States",4.8,115,0
885,Build a carport Douglass Specialties,info@douglasspecialties.com,(214) 914-0326,https://www.douglasspecialties.com/,Denton,TX,"2268 Hollyhill Ln, Denton, TX 76205, United States",,0,0
1162,Building One Services Solutions,soonjosegonzalez1500@yahoo.com,(469) 600-6003,https://building1ss.com/contact-us.php,The Colony,TX,"5561 Ragan Dr, The Colony, TX 75056, United States",5,31,0
1420,Bumble Bee Blinds of Denton,help@bumblebeeblinds.com,(940) 340-3978,https://www.bumblebeeblinds.com/denton-tx/,Denton,TX,"101 S Railroad St suite 2, Lewisville, TX 75057, United States",4.9,44,0
407,Bumble Bee Blinds of Frisco,help@bumblebeeblinds.com,(469) 564-5993,https://www.bumblebeeblinds.com/frisco-tx/,Frisco,TX,"147 Lloyd's Rd #405, Little Elm, TX 75068, United States",4.9,40,0
371,Bumble Bee Blinds of Greater Dallas Area,help@bumblebeeblinds.com,(469) 551-8643,https://www.bumblebeeblinds.com/greater-dallas-area-tx/,Dallas,TX,"4480 Alpha Rd suite 112, Farmers Branch, TX 75244, United States",4.9,80,0
399,Bumble Bee Blinds of Plano,help@bumblebeeblinds.com,(214) 833-0915,https://www.bumblebeeblinds.com/plano-tx/,Plano,TX,"180 Industrial Blvd suite r, McKinney, TX 75069, United States",4.8,40,0
1401,Bumble Bee Blinds of Rockwall,help@bumblebeeblinds.com,(469) 617-5721,https://www.bumblebeeblinds.com/rockwall-tx/,Garland,TX,"709 W Rusk St Ste C, Rockwall, TX 75087, United States",5,42,0
363,Bumble Bee Blinds of South Fort Worth,help@bumblebeeblinds.com,(469) 971-2256,https://www.bumblebeeblinds.com/south-fort-worth-tx/#~9d328cae-20df-4c92-a961-fb932a2b9b08,Fort Worth,TX,"3301 Redbud Flower Trl, Venus, TX 76084, United States",4.7,30,0
1382,C & J Pro Blind Repair,cjproblindrepair@yahoo.com,(972) 567-5477,http://cjproblindrepair.com/,Irving,TX,"1510 Randolph St Apt 408, Carrollton, TX 75006, United States",4.8,47,0
831,CL Design And Construction Group,info@cldesignandconstructiongroup.com,(214) 517-4829,http://cldesignandconstructiongrouptexas.com/,Little Elm,TX,"100 McDaniel Dr, Little Elm, TX 75068, United States",4.8,24,0
1199,CLC Roofing Inc.,info@clcroofing.com,(972) 304-4431,https://www.clcroofing.com/?utm_source=GMB&utm_medium=organic&utm_campaign=website,Coppell,TX,"200 E Belt Line Rd #203, Coppell, TX 75019, United States",4.9,507,0
817,Cabana Theory,info@cabanatheory.com,(940) 222-3744,http://cabanatheory.com/,Denton,TX,"979 Stonecrest Rd #6a, Argyle, TX 76226, United States",5,8,0
1124,Calidad Enterprises,info@calidadent.com,(817) 904-8545,https://calidadent.com/,Lewisville,TX,"650 State Hwy 121 #208, Lewisville, TX 75057, United States",4.9,56,0
459,Canyon Oak Pools,info@canyonoakpools.com,(972) 561-9090,https://www.canyonoakpools.com/,McKinney,TX,"7850 Collin McKinney Pkwy #204, McKinney, TX 75070, United States",5,86,0
1033,Capitol Roofing & Construction LLC,info@capitolrcllc.com,(972) 474-8955,https://www.capitolrcllc.com/,Rowlett,TX,"2806 Lawing Ln Suite B, Rowlett, TX 75088, United States",4.9,109,0
858,"Carrington Roofing & Construction, LLC",joel@carringtonconstructiondfw.com,(214) 770-7978,https://carringtonconstructiondfw.com/?utm_campaign=gmb,Cleburne,TX,"4230 US-67 #104, Cleburne, TX 76031, United States",4.4,33,0
1025,Casas Contracting Services LLC,sonia@casascoservices.com,(469) 836-9764,http://www.casascoservices.com/,Mesquite,TX,"710 E Interstate 30 Suite A, Garland, TX 75043, United States",5,37,0
787,Cedar Creek Pools,info@cedarcreekpools.com,(844) 903-7665,https://www.cedarcreekpools.com/,Cedar Hill,TX,"15913 US-175, Kemp, TX 75143, United States",3.8,17,0
699,Celebrity Pools,info@celebritypools.com,(817) 326-1468,http://www.celebritypools.com/,Cleburne,TX,"5465 Acton Hwy, Granbury, TX 76049, United States",4.6,37,0
512,Celina Outdoor Living Solutions,info@celinaoutdoorsolutions.com,(972) 433-0424,https://www.celinaoutdoorsolutions.com/,Celina,TX,"721 E Pecan St #210, Celina, TX 75009, United States",,0,0
866,Centennial Contracting and Roofing,info@centennialroofing.com,(972) 223-1765,https://www.centennialroofing.com/,Midlothian,TX,"1711 Hwy 67, Midlothian, TX 76065, United States",4.9,183,0
676,Champion Glass & Mirror,akemp@championglassfortworth.com,(817) 731-7403,https://www.championglassfortworth.com/,Benbrook,TX,"7337 W Vickery Blvd, Benbrook, TX 76116, United States",4.8,29,0
1258,Chandler Roofing,amanda@chandlerroofs.com,(800) 692-8851,http://www.chandlerroof.com/,Lake Worth,TX,"6340 Lake Worth Blvd #104, Fort Worth, TX 76135, United States",4.9,167,0
265,Charles Martin Roofing & Construction,info@cdmartinroofing.com,(817) 554-2261,http://charlesmartinroofing.com/,Colleyville,TX,"3900 Deepwood St, Colleyville, TX 76034, United States",4.9,45,0
1011,Choice Roofing LLC,jim@choiceroof.com,(972) 977-8144,http://choiceroof.com/,Garland,TX,"505 Pebblecreek Dr, Garland, TX 75040, United States",5,23,0
39,Claffey Pools,info@claffeypools.com,(817) 488-5795,https://www.claffeypools.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP,Southlake,TX,"1625 Brumlow Ave, Southlake, TX 76092, United States",4.9,704,0
574,Cleburne Fence,quote@cleburnefence.net,(817) 645-3348,http://www.cleburnefence.net/,Cleburne,TX,"100 Progress St, Glen Rose, TX 76043, United States",4.9,49,0
190,Coaches Outdoor Services,coachesoutdoorservices@gmail.com,(817) 402-4411,https://www.coachesoutdoorservices.com/,Keller,TX,"4545 Keller Haslet Rd Suite 305, Keller, TX 76244, United States",4.9,68,0
793,Compass Outdoor Design,hello@compassoutdoordesign.com,(214) 224-0461,https://www.compassoutdoordesign.com/,Irving,TX,"401 W Las Colinas Blvd., Irving, TX 75039, United States",4.7,12,0
581,Complete Outdoor Living Pools & Spas,completeoutdoorliving@gmail.com,(972) 693-7549,http://colpools.com/?utm_source=gmb&utm_medium=referral,Midlothian,TX,"201 W Belt Line Rd suite d, Cedar Hill, TX 75104, United States",4.9,28,0
1467,Cool Casa Windows and Siding Corp,coolcasatx@gmail.com,(469) 769-1237,http://www.coolcasawindowssiding.com/,Rockwall,TX,"3021 Ridge Rd, Rockwall, TX 75032, United States",4.8,58,0
835,"Coppell Pools, Patios and Outdoor Kitchens",swim@coppellpools.com,(214) 506-3483,http://www.coppellpools.com/,Coppell,TX,"Coppell, TX 75019, United States",4.5,2,0
187,Corinthpatiocovers.com,sales@corinthpatiocovers.com,(972) 318-9663,https://corinthpatiocovers.com/,Southlake,TX,"125 Old Alton Dr Suite 3, Denton, TX 76210, United States",5,9,0
269,"Cowboys Roofing & Restoration, LLC",info@cowboysroofing.net,(817) 382-3767,https://cowboysroofingllc.net/contact-us/?utm_campaign=gmb,Colleyville,TX,"Brown Trail, Bedford, TX 76022, United States",5,6,0
356,Cowtown Shutters LLC,cowtownshutters@gmail.com,(682) 715-8426,http://cowtownshutters.com/,Fort Worth,TX,"7355 W Vickery Blvd unit 1B, Benbrook, TX 76116, United States",4.8,26,0
52,Cox Pool Company,coxpoolcompany@gmail.com,(817) 798-0677,http://coxpoolcompany.com/,Colleyville,TX,"301 Skyway Dr, Euless, TX 76040, United States",4.9,32,0
1054,Coxco Construction Group,marcus@coxconstructiongroup.com,(972) 750-0551,https://www.coxconstructiongroup.com/,Rockwall,TX,"101 S Fannin St #104, Rockwall, TX 75087, United States",4.9,16,0
